State,Statefips,County,Countyfips,Fips,Year,Total population of area,Public Supply total population served,Public supply total withdrawals,Domestic total self-supplied withdrawals,DO-WDelv ,Industrial self-supplied groundwater withdrawals total,Industrial self-supplied surface-water withdrawals total,Industrial self-supplied total withdrawals total,Irrigation total withdrawals fresh,Irrigation acres irrigated total,Livestock total withdrawals fresh,Aquaculture groundwater withdrawals total,Aquaculture surface-water withdrawals total,Aquaculture total withdrawals total,Mining groundwater withdrawals total,Mining surface-water withdrawals total,Mining total withdrawals total,Thermoelectric groundwater withdrawals total,Thermoelectric surface-water withdrawals total,Thermoelectric total withdrawals total,Thermoelectri total consumptive use total,Thermoelectric once-through groundwater withdrawals total,Thermoelectric once-through surface-water withdrawals total,Thermoelectric once-through total withdrawals,Thermoelectric once-through total consumptive use total,Thermoelectric recirculating groundwater withdrawals total,Thermoelectric recirculating total withdrawals total,Thermoelectric recirculating total consumptive use total,Total groundwater withdrawals total,Total surface-water withdrawals total,Total withdrawals total,Irrigation and Thermoelectric total consumptive use total
MN,27,Anoka County,3,27003,2015,344.15,261.42,108.23,5.9,22.1,0.25,0.0,0.25,2.22,2.73,0.04,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.92,82.82,116.74,1.78
MN,27,Becker County,5,27005,2015,33.39,11.94,1.66,1.5,2.17,0.0,0.0,0.0,7.11,19.01,0.63,0.0,0.01,0.01,0.56,0.38,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.44,0.41,11.85,5.69
MN,27,Beltrami County,7,27007,2015,45.67,14.49,1.45,2.18,2.8,0.05,0.0,0.05,3.24,4.97,0.22,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,3.12,7.16,2.28
MN,27,Benton County,9,27009,2015,39.71,24.62,2.08,1.06,2.28,0.0,0.0,0.0,7.8,17.59,0.7,0.04,0.0,0.04,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.2,11.8,6.24
MN,27,Big Stone County,11,27011,2015,5.04,3.73,0.49,0.09,0.26,0.0,0.0,0.0,1.05,3.3,0.18,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.07,1.83,0.84
MN,27,Blue Earth County,13,27013,2015,65.79,51.61,6.23,0.99,3.52,3.64,0.0,3.64,0.4,1.93,1.57,0.02,0.0,0.02,0.18,0.0,0.18,0.0,24.13,24.13,0.55,0.0,24.13,24.13,0.3,0.0,0.0,0.25,13.01,24.15,37.16,0.87
MN,27,Brown County,15,27015,2015,25.31,21.5,1.07,0.27,1.38,0.19,0.0,0.19,2.0,5.8,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.07,0.07,0.05,4.47,0.28,4.75,1.65
MN,27,Carlton County,17,27017,2015,35.57,15.93,1.51,1.37,1.94,0.0,6.78,6.78,0.07,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,6.81,9.88,0.06
MN,27,Carver County,19,27019,2015,98.74,84.06,8.32,1.03,6.14,0.68,0.0,0.68,0.26,0.73,0.46,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.78,0.06,10.84,0.21
MN,27,Cass County,21,27021,2015,28.71,4.15,0.54,1.72,1.98,0.0,0.0,0.0,3.34,6.53,0.39,0.79,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.03,6.78,2.67
MN,27,Chippewa County,23,27023,2015,12.11,9.0,1.17,0.22,0.64,0.0,0.33,0.33,0.33,0.88,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.36,2.63,0.26
MN,27,Chisago County,25,27025,2015,54.29,26.73,2.0,1.93,3.09,0.0,0.0,0.0,0.24,0.85,0.16,0.0,0.0,0.0,0.11,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.02,4.46,0.19
MN,27,Clay County,27,27027,2015,62.32,53.79,4.92,0.6,2.99,0.0,0.0,0.0,1.51,6.25,0.29,0.0,0.0,0.0,0.02,0.32,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,4.11,7.66,1.2
MN,27,Clearwater County,29,27029,2015,8.8,2.22,0.22,0.46,0.55,0.0,0.0,0.0,7.83,6.26,0.26,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,7.74,8.8,5.48
MN,27,Cook County,31,27031,2015,5.19,1.36,0.29,0.27,0.31,0.0,0.0,0.0,0.07,0.18,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,156.39,156.39,0.07,0.0,156.39,156.39,0.07,0.0,0.0,0.0,0.3,156.73,157.03,0.13
MN,27,Cottonwood County,33,27033,2015,11.55,11.55,1.76,0.0,0.69,0.77,0.02,0.79,0.54,2.1,0.97,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.18,4.16,0.44
MN,27,Crow Wing County,35,27035,2015,63.43,26.87,3.4,2.56,3.62,0.0,0.0,0.0,2.31,3.98,0.15,0.0,0.0,0.0,0.06,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,0.22,8.5,1.85
MN,27,Dakota County,37,27037,2015,414.69,399.41,40.71,0.88,27.76,7.69,0.05,7.74,17.01,63.41,0.46,0.0,0.0,0.0,0.36,0.38,0.74,0.1,164.37,164.47,1.46,0.1,164.37,164.47,1.46,0.0,0.0,0.0,63.84,168.17,232.01,15.07
MN,27,Dodge County,39,27039,2015,20.36,12.29,0.92,0.57,1.12,0.32,0.0,0.32,0.12,1.05,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.03,2.69,0.1
MN,27,Douglas County,41,27041,2015,37.08,16.84,2.2,1.42,1.95,0.2,0.0,0.2,3.06,8.54,0.42,0.03,0.08,0.11,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.18,7.46,2.45
MN,27,Faribault County,43,27043,2015,14.05,9.84,0.92,0.29,0.84,0.61,0.0,0.61,0.06,0.25,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,2.67,0.04
MN,27,Fillmore County,45,27045,2015,20.83,11.84,1.28,0.63,1.13,0.06,0.0,0.06,0.1,0.76,1.46,0.0,9.51,9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,9.54,13.04,0.08
MN,27,Freeborn County,47,27047,2015,30.61,22.26,3.49,0.58,1.58,0.38,0.0,0.38,0.34,2.5,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.02,5.85,0.27
MN,27,Goodhue County,49,27049,2015,46.44,31.0,3.09,1.08,2.51,0.15,0.0,0.15,1.59,7.01,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.82,532.82,30.41,0.0,318.42,318.42,3.41,0.0,214.4,27.0,7.25,532.85,540.1,31.68
MN,27,Grant County,51,27051,2015,5.9,3.39,0.31,0.18,0.37,0.0,0.0,0.0,1.62,5.63,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.2,1.29
MN,27,Hennepin County,53,27053,2015,1223.15,1172.63,73.39,3.28,72.42,4.73,0.0,4.73,2.8,3.46,0.15,0.0,0.0,0.0,0.0,0.07,0.07,0.0,104.93,104.93,74.9,0.0,104.93,104.93,74.9,0.0,0.0,0.0,84.02,105.33,189.35,77.14
MN,27,Houston County,55,27055,2015,18.77,10.8,0.86,0.56,1.04,0.0,0.0,0.0,0.05,0.03,0.75,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,2.23,0.04
MN,27,Hubbard County,57,27057,2015,20.66,4.74,0.67,1.11,1.26,1.69,0.03,1.72,12.28,25.14,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.08,15.88,9.82
MN,27,Isanti County,59,27059,2015,38.43,15.51,1.32,1.6,2.36,0.13,0.0,0.13,0.51,2.3,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,3.72,0.41
MN,27,Itasca County,61,27061,2015,45.44,19.0,2.02,1.85,2.73,0.16,9.58,9.74,0.21,0.55,0.1,0.01,0.0,0.01,0.01,0.01,0.02,0.33,128.08,128.41,3.2,0.33,128.08,128.41,3.2,0.0,0.0,0.0,4.52,137.84,142.36,3.37
MN,27,Jackson County,63,27063,2015,10.08,6.74,0.56,0.23,0.82,0.62,0.0,0.62,0.07,0.2,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.04,2.24,0.05
MN,27,Kanabec County,65,27065,2015,15.84,3.98,0.38,0.83,1.0,0.0,0.0,0.0,0.01,0.06,0.2,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,1.47,0.01
MN,27,Kandiyohi County,67,27067,2015,42.54,28.03,4.56,1.02,2.23,0.38,0.0,0.38,4.39,14.9,0.97,0.1,1.39,1.49,0.05,0.0,0.05,0.1,0.0,0.1,0.07,0.0,0.0,0.0,0.0,0.1,0.1,0.07,11.46,1.5,12.96,3.58
MN,27,Kittson County,69,27069,2015,4.42,3.29,0.56,0.08,0.26,0.0,0.0,0.0,1.17,3.55,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.83,1.96,0.82
MN,27,Koochiching County,71,27071,2015,12.84,7.24,0.71,0.4,0.7,0.0,41.26,41.26,0.56,0.89,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,42.45,42.98,0.39
MN,27,Lac qui Parle County,73,27073,2015,6.86,3.79,0.37,0.21,0.38,1.3,0.0,1.3,1.44,4.19,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,0.1,3.76,1.15
MN,27,Lake County,75,27075,2015,10.63,6.79,0.78,0.27,0.59,0.0,125.43,125.43,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,126.22,126.49,0.01
MN,27,Lake of the Woods County,77,27077,2015,3.92,1.11,0.17,0.2,0.24,0.0,0.0,0.0,0.77,1.2,0.03,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.79,1.19,0.54
MN,27,Le Sueur County,79,27079,2015,27.66,16.67,2.32,0.77,1.5,0.47,0.0,0.47,0.47,1.37,0.65,0.17,0.0,0.17,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.01,5.13,0.38
MN,27,Lincoln County,81,27081,2015,5.77,5.02,0.99,0.05,0.31,0.0,0.0,0.0,0.15,0.76,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,0.04,1.72,0.12
MN,27,Lyon County,83,27083,2015,25.67,21.73,2.7,0.28,1.42,1.63,0.0,1.63,0.19,0.38,1.19,0.0,0.0,0.0,0.05,0.06,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.25,6.1,0.15
MN,27,McLeod County,85,27085,2015,35.93,26.2,2.74,0.68,2.04,1.81,0.0,1.81,0.1,0.21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,5.8,0.04,5.84,0.09
MN,27,Mahnomen County,87,27087,2015,5.46,1.7,0.27,0.26,0.36,0.0,0.0,0.0,0.09,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.02,0.71,0.08
MN,27,Marshall County,89,27089,2015,9.42,5.29,0.45,0.29,0.6,0.0,0.0,0.0,0.06,0.19,0.11,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.06,0.96,0.05
MN,27,Martin County,91,27091,2015,20.02,15.75,1.61,0.3,1.05,1.2,0.0,1.2,0.11,0.21,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,0.05,0.0,3.7,3.7,0.05,0.0,0.0,0.0,4.23,4.91,9.14,0.14
MN,27,Meeker County,93,27093,2015,23.1,10.74,1.25,0.87,1.37,0.08,0.01,0.09,2.43,9.73,0.86,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,0.06,5.64,1.94
MN,27,Mille Lacs County,95,27095,2015,25.79,8.93,0.43,1.18,1.57,0.0,0.0,0.0,0.2,0.87,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.02,2.07,0.16
MN,27,Morrison County,97,27097,2015,32.78,15.18,1.95,1.23,1.85,0.0,0.0,0.0,12.26,33.93,2.18,0.0,0.0,0.0,0.09,0.04,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.56,0.19,17.75,9.81
MN,27,Mower County,99,27099,2015,39.12,30.46,5.87,0.61,2.27,0.0,0.0,0.0,1.0,7.87,1.29,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.76,0.02,8.78,0.8
MN,27,Murray County,101,27101,2015,8.41,5.22,0.55,0.22,0.53,0.0,0.0,0.0,0.03,0.05,1.0,0.0,0.01,0.01,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.11,1.88,0.02
MN,27,Nicollet County,103,27103,2015,33.35,27.44,4.22,0.41,1.7,0.28,0.05,0.33,0.14,0.6,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.08,6.39,0.11
MN,27,Nobles County,105,27105,2015,21.77,18.4,2.15,0.24,1.15,0.0,0.0,0.0,0.17,0.22,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.14,4.43,0.14
MN,27,Norman County,107,27107,2015,6.68,3.98,0.29,0.19,0.37,0.0,0.0,0.0,0.28,1.76,0.15,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.02,0.92,0.22
MN,27,Olmsted County,109,27109,2015,151.44,130.61,12.86,1.46,7.48,1.26,0.01,1.27,0.23,0.43,0.79,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,0.68,17.19,0.18
MN,27,Otter Tail County,111,27111,2015,57.72,24.9,3.44,2.3,3.52,1.32,0.0,1.32,49.69,94.61,1.66,0.0,0.0,0.0,0.09,0.0,0.09,0.0,22.61,22.61,2.52,0.0,22.61,22.61,2.52,0.0,0.0,0.0,56.95,24.16,81.11,42.28
MN,27,Pennington County,113,27113,2015,14.22,9.13,1.07,0.36,0.76,0.0,0.0,0.0,0.47,3.18,0.14,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,1.66,2.2,0.33
MN,27,Pine County,115,27115,2015,29.07,9.3,0.85,1.38,1.64,0.0,0.0,0.0,0.13,0.33,0.46,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,0.03,2.84,0.11
MN,27,Pipestone County,117,27117,2015,9.27,9.25,1.81,0.0,0.5,0.0,0.0,0.0,0.29,3.5,1.41,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,0.15,3.61,0.23
MN,27,Polk County,119,27119,2015,31.53,22.13,8.57,0.67,1.69,0.06,0.0,0.06,6.39,4.64,0.21,0.0,0.0,0.0,0.33,0.11,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,13.43,16.34,4.49
MN,27,Pope County,121,27121,2015,11.04,4.45,0.55,0.46,0.56,0.04,0.0,0.04,20.31,54.98,0.59,0.0,0.02,0.02,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.06,0.07,22.13,16.25
MN,27,Ramsey County,123,27123,2015,538.13,520.23,52.58,1.4,22.8,1.9,0.0,1.9,0.91,1.23,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.3,150.97,151.27,1.46,0.0,150.97,150.97,1.46,0.3,0.3,0.0,16.62,191.6,208.22,2.19
MN,27,Red Lake County,125,27125,2015,4.06,2.16,0.64,0.13,0.23,0.0,0.0,0.0,1.32,0.85,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.12,2.22,0.93
MN,27,Redwood County,127,27127,2015,15.47,10.56,0.97,0.34,0.81,0.04,0.01,0.05,0.21,0.31,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.13,2.44,0.17
MN,27,Renville County,129,27129,2015,14.89,9.72,1.02,0.36,0.96,0.23,0.0,0.23,0.26,0.74,1.2,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.17,3.12,0.21
MN,27,Rice County,131,27131,2015,65.4,47.21,5.54,1.27,3.5,0.16,0.0,0.16,0.68,2.22,0.62,0.0,0.0,0.0,0.0,0.01,0.01,0.31,0.0,0.31,0.22,0.0,0.0,0.0,0.0,0.31,0.31,0.22,8.46,0.13,8.59,0.76
MN,27,Rock County,133,27133,2015,9.6,8.86,1.51,0.05,0.46,0.0,0.0,0.0,0.12,0.96,1.64,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.11,3.38,0.1
MN,27,Roseau County,135,27135,2015,15.77,5.52,0.71,0.72,1.0,0.0,0.0,0.0,0.02,0.06,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.02,1.74,0.02
MN,27,St. Louis County,137,27137,2015,200.43,149.41,35.28,3.57,10.24,0.49,26.41,26.9,0.23,0.81,0.16,0.0,0.86,0.86,0.0,0.71,0.71,0.55,19.37,19.92,0.02,0.0,19.08,19.08,0.02,0.55,0.84,0.0,10.02,77.61,87.63,0.2
MN,27,Scott County,139,27139,2015,141.66,115.36,7.84,1.84,8.52,2.45,0.0,2.45,0.4,0.42,0.39,0.0,0.0,0.0,0.02,0.32,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.83,0.43,13.26,0.32
MN,27,Sherburne County,141,27141,2015,91.71,53.32,4.95,2.69,5.31,0.72,0.0,0.72,18.36,42.18,0.17,0.0,0.0,0.0,0.34,0.15,0.49,0.0,53.07,53.07,14.31,0.0,53.07,53.07,14.31,0.0,0.0,0.0,27.15,53.3,80.45,29.0
MN,27,Sibley County,143,27143,2015,14.88,9.01,1.45,0.41,0.86,0.5,0.0,0.5,0.05,0.56,0.96,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,0.07,3.44,0.04
MN,27,Stearns County,145,27145,2015,154.71,104.46,14.58,3.52,10.28,1.17,0.0,1.17,17.61,55.31,4.65,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.64,8.11,41.75,14.09
MN,27,Steele County,147,27147,2015,36.76,29.45,4.04,0.51,2.23,0.02,0.0,0.02,0.28,0.9,0.65,0.12,0.0,0.12,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.06,5.66,0.23
MN,27,Stevens County,149,27149,2015,9.8,6.68,0.79,0.22,0.59,0.36,0.02,0.38,5.01,20.11,1.44,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.74,0.18,7.92,4.01
MN,27,Swift County,151,27151,2015,9.34,5.79,0.79,0.25,0.81,0.4,0.0,0.4,13.94,40.41,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,0.06,15.92,11.15
MN,27,Todd County,153,27153,2015,24.26,8.34,1.18,1.11,1.5,0.53,0.0,0.53,7.46,20.58,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,0.26,11.68,5.97
MN,27,Traverse County,155,27155,2015,3.4,2.17,0.2,0.09,0.24,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0
MN,27,Wabasha County,157,27157,2015,21.24,12.99,1.85,0.58,1.28,0.45,0.0,0.45,0.41,1.25,1.12,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.02,4.49,0.32
MN,27,Wadena County,159,27159,2015,13.88,7.68,0.93,0.43,0.96,0.0,0.0,0.0,14.25,29.69,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,1.62,15.9,11.4
MN,27,Waseca County,161,27161,2015,18.99,13.08,1.67,0.41,0.97,0.76,0.0,0.76,0.05,0.08,0.88,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.08,3.85,0.04
MN,27,Washington County,163,27163,2015,251.6,204.18,19.23,3.32,17.29,4.82,0.01,4.83,1.97,4.28,0.13,0.0,0.0,0.0,0.19,1.18,1.37,0.0,336.15,336.15,0.17,0.0,336.15,336.15,0.17,0.0,0.0,0.0,29.2,337.8,367.0,1.74
MN,27,Watonwan County,165,27165,2015,10.95,9.13,1.29,0.14,0.44,0.07,0.0,0.07,2.31,6.04,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,0.15,4.38,1.85
MN,27,Wilkin County,167,27167,2015,6.4,4.42,0.29,0.14,0.3,0.0,0.0,0.0,0.4,1.48,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.13,0.88,0.32
MN,27,Winona County,169,27169,2015,50.89,40.35,3.76,0.74,2.4,1.51,0.0,1.51,0.14,0.48,1.5,0.16,2.86,3.02,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,2.86,10.71,0.11
MN,27,Wright County,171,27171,2015,131.31,84.72,8.09,3.26,8.75,0.26,0.0,0.26,1.85,6.19,0.72,0.0,0.0,0.0,0.07,0.12,0.19,0.0,314.81,314.81,0.74,0.0,314.81,314.81,0.74,0.0,0.0,0.0,14.12,315.06,329.18,2.22
MN,27,Yellow Medicine County,173,27173,2015,9.88,6.72,2.24,0.22,0.7,0.0,0.0,0.0,0.11,0.46,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.03,3.26,0.08
MS,28,Adams County,1,28001,2015,31.25,30.17,4.92,0.11,3.13,1.66,0.0,1.66,0.04,0.04,0.03,0.0,0.0,0.0,0.54,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.06,7.3,0.03
MS,28,Alcorn County,3,28003,2015,37.39,29.27,4.75,0.81,3.74,0.0,0.0,0.0,0.16,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,2.37,5.82,0.13
MS,28,Amite County,5,28005,2015,12.57,7.3,1.34,0.53,1.26,0.01,0.0,0.01,0.07,0.07,0.38,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.53,2.58,0.05
MS,28,Attala County,7,28007,2015,19.04,16.61,2.24,0.24,1.9,0.0,0.0,0.0,0.35,0.38,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,2.06,1.47,0.0,0.0,0.0,0.0,0.0,2.06,1.47,2.84,2.16,5.0,1.75
MS,28,Benton County,9,28009,2015,8.18,3.51,0.49,0.47,0.82,0.0,0.0,0.0,0.85,0.92,0.07,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,3.38,2.41,0.0,0.0,0.0,0.0,3.38,3.38,2.41,4.42,0.84,5.26,3.09
